NACA 0012 optimized
1.000000 0.000000
0.999889 0.000021
0.999556 0.000084
0.999000 0.000189
0.998223 0.000334
0.997224 0.000519
0.996004 0.000742
0.994564 0.001001
0.992904 0.001295
0.991025 0.001622
0.988927 0.001979
0.986612 0.002365
0.984081 0.002776
0.981335 0.003212
0.978374 0.003669
0.975201 0.004146
0.971817 0.004641
0.968223 0.005152
0.964421 0.005679
0.960412 0.006219
0.956199 0.006772
0.951783 0.007338
0.947166 0.007917
0.942351 0.008508
0.937338 0.009113
0.932132 0.009733
0.926733 0.010369
0.921144 0.011022
0.915368 0.011694
0.909408 0.012388
0.903266 0.013106
0.896944 0.013850
0.890446 0.014623
0.883774 0.015427
0.876932 0.016266
0.869922 0.017141
0.862748 0.018055
0.855412 0.019011
0.847919 0.020011
0.840270 0.021055
0.832471 0.022147
0.824524 0.023287
0.816432 0.024475
0.808200 0.025713
0.799831 0.027000
0.791328 0.028336
0.782696 0.029720
0.773938 0.031150
0.765059 0.032626
0.756062 0.034144
0.746951 0.035703
0.737730 0.037299
0.728403 0.038929
0.718975 0.040590
0.709450 0.042277
0.699831 0.043987
0.690124 0.045715
0.680332 0.047457
0.670460 0.049209
0.660512 0.050964
0.650493 0.052720
0.640406 0.054471
0.630258 0.056212
0.620051 0.057939
0.609792 0.059647
0.599483 0.061332
0.589130 0.062989
0.578738 0.064615
0.568310 0.066205
0.557853 0.067755
0.547369 0.069262
0.536864 0.070723
0.526343 0.072133
0.515811 0.073490
0.505271 0.074790
0.494729 0.076031
0.484189 0.077211
0.473657 0.078325
0.463136 0.079373
0.452631 0.080351
0.442147 0.081258
0.431690 0.082091
0.421262 0.082849
0.410870 0.083529
0.400517 0.084130
0.390208 0.084650
0.379949 0.085087
0.369742 0.085441
0.359594 0.085709
0.349507 0.085891
0.339488 0.085986
0.329540 0.085992
0.319668 0.085910
0.309876 0.085739
0.300169 0.085479
0.290550 0.085129
0.281025 0.084690
0.271597 0.084164
0.262270 0.083549
0.253049 0.082848
0.243938 0.082062
0.234941 0.081193
0.226062 0.080242
0.217304 0.079212
0.208672 0.078106
0.200169 0.076925
0.191800 0.075674
0.183568 0.074354
0.175476 0.072971
0.167529 0.071527
0.159730 0.070026
0.152081 0.068473
0.144588 0.066870
0.137252 0.065222
0.130078 0.063533
0.123068 0.061808
0.116226 0.060050
0.109554 0.058263
0.103056 0.056451
0.096734 0.054618
0.090592 0.052768
0.084632 0.050903
0.078856 0.049028
0.073267 0.047145
0.067868 0.045257
0.062662 0.043366
0.057649 0.041475
0.052834 0.039587
0.048217 0.037702
0.043801 0.035822
0.039588 0.033950
0.035579 0.032085
0.031777 0.030229
0.028183 0.028382
0.024799 0.026545
0.021626 0.024719
0.018665 0.022902
0.015919 0.021095
0.013388 0.019299
0.011073 0.017511
0.008975 0.015733
0.007096 0.013962
0.005436 0.012200
0.003996 0.010444
0.002776 0.008694
0.001777 0.006949
0.001000 0.005208
0.000444 0.003470
0.000111 0.001735
0.000000 0.000000
0.000111 -0.001231
0.000444 -0.002461
0.001000 -0.003686
0.001777 -0.004906
0.002776 -0.006117
0.003996 -0.007319
0.005436 -0.008510
0.007096 -0.009687
0.008975 -0.010850
0.011073 -0.011997
0.013388 -0.013126
0.015919 -0.014236
0.018665 -0.015326
0.021626 -0.016394
0.024799 -0.017441
0.028183 -0.018464
0.031777 -0.019464
0.035579 -0.020439
0.039588 -0.021389
0.043801 -0.022313
